artist,trigger,count,url,score
82jhin,82jhin,148,https://danbooru.donmai.us/posts?tags=82jhin,0.3719192147254944
846-gou,846-gou,636,https://danbooru.donmai.us/posts?tags=846-gou,0.25292500853538513
888myrrh888,888myrrh888,146,https://danbooru.donmai.us/posts?tags=888myrrh888,0.6488218903541565
8931ponzu,8931ponzu,270,https://danbooru.donmai.us/posts?tags=8931ponzu,0.5053694248199463
8_(yamalu),8 (yamalu),146,https://danbooru.donmai.us/posts?tags=8_(yamalu),0.7008643746376038
8kumagawa_(log),8kumagawa (log),128,https://danbooru.donmai.us/posts?tags=8kumagawa_(log),0.5244923830032349
91007,91007,124,https://danbooru.donmai.us/posts?tags=91007,0.3811708390712738
92m,92m,1146,https://danbooru.donmai.us/posts?tags=92m,0.4540030062198639
9474s0ul,9474s0ul,111,https://danbooru.donmai.us/posts?tags=9474s0ul,0.19182783365249634
9610_(kuroto),9610 (kuroto),248,https://danbooru.donmai.us/posts?tags=9610_(kuroto),0.504210352897644
96nokimihito,96nokimihito,126,https://danbooru.donmai.us/posts?tags=96nokimihito,0.3769058883190155
96yottea,96yottea,126,https://danbooru.donmai.us/posts?tags=96yottea,0.6780529618263245
9is,9is,138,https://danbooru.donmai.us/posts?tags=9is,0.38821324706077576
9law,9law,716,https://danbooru.donmai.us/posts?tags=9law,0.183776393532753
9rimson,9rimson,121,https://danbooru.donmai.us/posts?tags=9rimson,0.23692576587200165
=_(9_yawbus),= (9 yawbus),123,https://danbooru.donmai.us/posts?tags==_(9_yawbus),0.6450030207633972
@@@,@@@,223,https://danbooru.donmai.us/posts?tags=@@@,0.30290472507476807
@est@,@est@,135,https://danbooru.donmai.us/posts?tags=@est@,0.16013428568840027
^jj^,^jj^,199,https://danbooru.donmai.us/posts?tags=^jj^,0.1794268786907196
a-ka,a-ka,525,https://danbooru.donmai.us/posts?tags=a-ka,0.25120779871940613
a-nya,a-nya,160,https://danbooru.donmai.us/posts?tags=a-nya,0.2522541880607605
a-shacho,a-shacho,115,https://danbooru.donmai.us/posts?tags=a-shacho,0.3951781988143921
a-xii,a-xii,200,https://danbooru.donmai.us/posts?tags=a-xii,0.40674594044685364
a.a_(aa772),a.a (aa772),245,https://danbooru.donmai.us/posts?tags=a.a_(aa772),0.5905829071998596
a.hebmuller,a.hebmuller,160,https://danbooru.donmai.us/posts?tags=a.hebmuller,0.43689829111099243
a.t._zero,a.t. zero,113,https://danbooru.donmai.us/posts?tags=a.t._zero,0.4556267559528351
a.x.,a.x.,469,https://danbooru.donmai.us/posts?tags=a.x.,0.3874514698982239
a1_(initial-g),a1 (initial-g),2930,https://danbooru.donmai.us/posts?tags=a1_(initial-g),0.31679829955101013
a20_(atsumaru),a20 (atsumaru),164,https://danbooru.donmai.us/posts?tags=a20_(atsumaru),0.7562335133552551
a888_n22,a888 n22,111,https://danbooru.donmai.us/posts?tags=a888_n22,0.404792457818985
a9b_(louis814),a9b (louis814),263,https://danbooru.donmai.us/posts?tags=a9b_(louis814),0.38310667872428894
a:n_(angrynum),a:n (angrynum),195,https://danbooru.donmai.us/posts?tags=a:n_(angrynum),0.5687474608421326
a_(aaaaaaaaaaw),a (aaaaaaaaaaw),110,https://danbooru.donmai.us/posts?tags=a_(aaaaaaaaaaw),0.6174002289772034
a_jak,a jak,126,https://danbooru.donmai.us/posts?tags=a_jak,0.24454285204410553
a_maru,a maru,129,https://danbooru.donmai.us/posts?tags=a_maru,0.7083075046539307
a_re,a re,467,https://danbooru.donmai.us/posts?tags=a_re,0.4533628821372986
a_tea,a tea,112,https://danbooru.donmai.us/posts?tags=a_tea,0.20429091155529022
aa211108,aa211108,268,https://danbooru.donmai.us/posts?tags=aa211108,0.38210150599479675
aa2233a,aa2233a,129,https://danbooru.donmai.us/posts?tags=aa2233a,0.3103058934211731
aaaa_(quad-a),aaaa (quad-a),1531,https://danbooru.donmai.us/posts?tags=aaaa_(quad-a),0.2731013596057892
aaeru,aaeru,109,https://danbooru.donmai.us/posts?tags=aaeru,0.6923754215240479
aak,aak,361,https://danbooru.donmai.us/posts?tags=aak,0.29109853506088257
aano_(10bit),aano (10bit),259,https://danbooru.donmai.us/posts?tags=aano_(10bit),0.30667003989219666
aaoshigatoutoi,aaoshigatoutoi,121,https://danbooru.donmai.us/posts?tags=aaoshigatoutoi,0.4335590898990631
